geoID,name,acai,units,Data_Value_missing,Municipality,State
2514453,São José dos Ramos (PB),,Quilogramas por Hectare,True,São José dos Ramos,PB
2514503,São José de Piranhas (PB),,Quilogramas por Hectare,True,São José de Piranhas,PB
2514552,São José de Princesa (PB),,Quilogramas por Hectare,True,São José de Princesa,PB
2514602,São José do Bonfim (PB),,Quilogramas por Hectare,True,São José do Bonfim,PB
2514651,São José do Brejo do Cruz (PB),,Quilogramas por Hectare,True,São José do Brejo do Cruz,PB
2514701,São José do Sabugi (PB),,Quilogramas por Hectare,True,São José do Sabugi,PB
2514800,São José dos Cordeiros (PB),,Quilogramas por Hectare,True,São José dos Cordeiros,PB
2514909,São Mamede (PB),,Quilogramas por Hectare,True,São Mamede,PB
2515005,São Miguel de Taipu (PB),,Quilogramas por Hectare,True,São Miguel de Taipu,PB
2515104,São Sebastião de Lagoa de Roça (PB),,Quilogramas por Hectare,True,São Sebastião de Lagoa de Roça,PB
2515203,São Sebastião do Umbuzeiro (PB),,Quilogramas por Hectare,True,São Sebastião do Umbuzeiro,PB
2515302,Sapé (PB),,Quilogramas por Hectare,True,Sapé,PB
2515401,São Vicente do Seridó (PB),,Quilogramas por Hectare,True,São Vicente do Seridó,PB
2515500,Serra Branca (PB),,Quilogramas por Hectare,True,Serra Branca,PB
2515609,Serra da Raiz (PB),,Quilogramas por Hectare,True,Serra da Raiz,PB
2515708,Serra Grande (PB),,Quilogramas por Hectare,True,Serra Grande,PB
2515807,Serra Redonda (PB),,Quilogramas por Hectare,True,Serra Redonda,PB
2515906,Serraria (PB),,Quilogramas por Hectare,True,Serraria,PB
2515930,Sertãozinho (PB),,Quilogramas por Hectare,True,Sertãozinho,PB
2515971,Sobrado (PB),,Quilogramas por Hectare,True,Sobrado,PB
2516003,Solânea (PB),,Quilogramas por Hectare,True,Solânea,PB
2516102,Soledade (PB),,Quilogramas por Hectare,True,Soledade,PB
2516151,Sossêgo (PB),,Quilogramas por Hectare,True,Sossêgo,PB
2516201,Sousa (PB),,Quilogramas por Hectare,True,Sousa,PB
2516300,Sumé (PB),,Quilogramas por Hectare,True,Sumé,PB
2516409,Tacima (PB),,Quilogramas por Hectare,True,Tacima,PB
2516508,Taperoá (PB),,Quilogramas por Hectare,True,Taperoá,PB
2516607,Tavares (PB),,Quilogramas por Hectare,True,Tavares,PB
2516706,Teixeira (PB),,Quilogramas por Hectare,True,Teixeira,PB
2516755,Tenório (PB),,Quilogramas por Hectare,True,Tenório,PB
2516805,Triunfo (PB),,Quilogramas por Hectare,True,Triunfo,PB
2516904,Uiraúna (PB),,Quilogramas por Hectare,True,Uiraúna,PB
2517001,Umbuzeiro (PB),,Quilogramas por Hectare,True,Umbuzeiro,PB
2517100,Várzea (PB),,Quilogramas por Hectare,True,Várzea,PB
2517209,Vieirópolis (PB),,Quilogramas por Hectare,True,Vieirópolis,PB
2517407,Zabelê (PB),,Quilogramas por Hectare,True,Zabelê,PB
2600054,Abreu e Lima (PE),,Quilogramas por Hectare,True,Abreu e Lima,PE
2600104,Afogados da Ingazeira (PE),,Quilogramas por Hectare,True,Afogados da Ingazeira,PE
2600203,Afrânio (PE),,Quilogramas por Hectare,True,Afrânio,PE
2600302,Agrestina (PE),,Quilogramas por Hectare,True,Agrestina,PE
2600401,Água Preta (PE),,Quilogramas por Hectare,True,Água Preta,PE
2600500,Águas Belas (PE),,Quilogramas por Hectare,True,Águas Belas,PE
2600609,Alagoinha (PE),,Quilogramas por Hectare,True,Alagoinha,PE
2600708,Aliança (PE),,Quilogramas por Hectare,True,Aliança,PE
2600807,Altinho (PE),,Quilogramas por Hectare,True,Altinho,PE
2600906,Amaraji (PE),,Quilogramas por Hectare,True,Amaraji,PE
2601003,Angelim (PE),,Quilogramas por Hectare,True,Angelim,PE
2601052,Araçoiaba (PE),,Quilogramas por Hectare,True,Araçoiaba,PE
2601102,Araripina (PE),,Quilogramas por Hectare,True,Araripina,PE
2601201,Arcoverde (PE),,Quilogramas por Hectare,True,Arcoverde,PE
2601300,Barra de Guabiraba (PE),,Quilogramas por Hectare,True,Barra de Guabiraba,PE
2601409,Barreiros (PE),,Quilogramas por Hectare,True,Barreiros,PE
2601508,Belém de Maria (PE),,Quilogramas por Hectare,True,Belém de Maria,PE
2601607,Belém do São Francisco (PE),,Quilogramas por Hectare,True,Belém do São Francisco,PE
2601706,Belo Jardim (PE),,Quilogramas por Hectare,True,Belo Jardim,PE
2601805,Betânia (PE),,Quilogramas por Hectare,True,Betânia,PE
2601904,Bezerros (PE),,Quilogramas por Hectare,True,Bezerros,PE
2602001,Bodocó (PE),,Quilogramas por Hectare,True,Bodocó,PE
2602100,Bom Conselho (PE),,Quilogramas por Hectare,True,Bom Conselho,PE
2602209,Bom Jardim (PE),,Quilogramas por Hectare,True,Bom Jardim,PE
2602308,Bonito (PE),,Quilogramas por Hectare,True,Bonito,PE
2602407,Brejão (PE),,Quilogramas por Hectare,True,Brejão,PE
2602506,Brejinho (PE),,Quilogramas por Hectare,True,Brejinho,PE
2602605,Brejo da Madre de Deus (PE),,Quilogramas por Hectare,True,Brejo da Madre de Deus,PE
2602704,Buenos Aires (PE),,Quilogramas por Hectare,True,Buenos Aires,PE
2602803,Buíque (PE),,Quilogramas por Hectare,True,Buíque,PE
2602902,Cabo de Santo Agostinho (PE),,Quilogramas por Hectare,True,Cabo de Santo Agostinho,PE
2603009,Cabrobó (PE),,Quilogramas por Hectare,True,Cabrobó,PE
2603108,Cachoeirinha (PE),,Quilogramas por Hectare,True,Cachoeirinha,PE
2603207,Caetés (PE),,Quilogramas por Hectare,True,Caetés,PE
2603306,Calçado (PE),,Quilogramas por Hectare,True,Calçado,PE
2603405,Calumbi (PE),,Quilogramas por Hectare,True,Calumbi,PE
2603454,Camaragibe (PE),,Quilogramas por Hectare,True,Camaragibe,PE
2603504,Camocim de São Félix (PE),,Quilogramas por Hectare,True,Camocim de São Félix,PE
2603603,Camutanga (PE),,Quilogramas por Hectare,True,Camutanga,PE
2603702,Canhotinho (PE),,Quilogramas por Hectare,True,Canhotinho,PE
2603801,Capoeiras (PE),,Quilogramas por Hectare,True,Capoeiras,PE
2603900,Carnaíba (PE),,Quilogramas por Hectare,True,Carnaíba,PE
2603926,Carnaubeira da Penha (PE),,Quilogramas por Hectare,True,Carnaubeira da Penha,PE
2604007,Carpina (PE),,Quilogramas por Hectare,True,Carpina,PE
2604106,Caruaru (PE),,Quilogramas por Hectare,True,Caruaru,PE
2604155,Casinhas (PE),,Quilogramas por Hectare,True,Casinhas,PE
2604205,Catende (PE),,Quilogramas por Hectare,True,Catende,PE
2604304,Cedro (PE),,Quilogramas por Hectare,True,Cedro,PE
2604403,Chã de Alegria (PE),,Quilogramas por Hectare,True,Chã de Alegria,PE
2604502,Chã Grande (PE),,Quilogramas por Hectare,True,Chã Grande,PE
2604601,Condado (PE),,Quilogramas por Hectare,True,Condado,PE
2604700,Correntes (PE),,Quilogramas por Hectare,True,Correntes,PE
2604809,Cortês (PE),,Quilogramas por Hectare,True,Cortês,PE
2604908,Cumaru (PE),,Quilogramas por Hectare,True,Cumaru,PE
2605004,Cupira (PE),,Quilogramas por Hectare,True,Cupira,PE
2605103,Custódia (PE),,Quilogramas por Hectare,True,Custódia,PE
2605152,Dormentes (PE),,Quilogramas por Hectare,True,Dormentes,PE
2605202,Escada (PE),,Quilogramas por Hectare,True,Escada,PE
2605301,Exu (PE),,Quilogramas por Hectare,True,Exu,PE
2605400,Feira Nova (PE),,Quilogramas por Hectare,True,Feira Nova,PE
2605509,Ferreiros (PE),,Quilogramas por Hectare,True,Ferreiros,PE
2605608,Flores (PE),,Quilogramas por Hectare,True,Flores,PE
2605707,Floresta (PE),,Quilogramas por Hectare,True,Floresta,PE
2605806,Frei Miguelinho (PE),,Quilogramas por Hectare,True,Frei Miguelinho,PE
2605905,Gameleira (PE),,Quilogramas por Hectare,True,Gameleira,PE
2606002,Garanhuns (PE),,Quilogramas por Hectare,True,Garanhuns,PE
2606101,Glória do Goitá (PE),,Quilogramas por Hectare,True,Glória do Goitá,PE
2606200,Goiana (PE),,Quilogramas por Hectare,True,Goiana,PE
2606309,Granito (PE),,Quilogramas por Hectare,True,Granito,PE
2606408,Gravatá (PE),,Quilogramas por Hectare,True,Gravatá,PE
2606507,Iati (PE),,Quilogramas por Hectare,True,Iati,PE
2606606,Ibimirim (PE),,Quilogramas por Hectare,True,Ibimirim,PE
2606705,Ibirajuba (PE),,Quilogramas por Hectare,True,Ibirajuba,PE
2606804,Igarassu (PE),,Quilogramas por Hectare,True,Igarassu,PE
2606903,Iguaracy (PE),,Quilogramas por Hectare,True,Iguaracy,PE
2607000,Inajá (PE),,Quilogramas por Hectare,True,Inajá,PE
2607109,Ingazeira (PE),,Quilogramas por Hectare,True,Ingazeira,PE
2607208,Ipojuca (PE),,Quilogramas por Hectare,True,Ipojuca,PE
2607307,Ipubi (PE),,Quilogramas por Hectare,True,Ipubi,PE
2607406,Itacuruba (PE),,Quilogramas por Hectare,True,Itacuruba,PE
2607505,Itaíba (PE),,Quilogramas por Hectare,True,Itaíba,PE
2607604,Ilha de Itamaracá (PE),,Quilogramas por Hectare,True,Ilha de Itamaracá,PE
2607653,Itambé (PE),,Quilogramas por Hectare,True,Itambé,PE
2607703,Itapetim (PE),,Quilogramas por Hectare,True,Itapetim,PE
2607752,Itapissuma (PE),,Quilogramas por Hectare,True,Itapissuma,PE
2607802,Itaquitinga (PE),,Quilogramas por Hectare,True,Itaquitinga,PE
2607901,Jaboatão dos Guararapes (PE),,Quilogramas por Hectare,True,Jaboatão dos Guararapes,PE
2607950,Jaqueira (PE),,Quilogramas por Hectare,True,Jaqueira,PE
2608008,Jataúba (PE),,Quilogramas por Hectare,True,Jataúba,PE
2608057,Jatobá (PE),,Quilogramas por Hectare,True,Jatobá,PE
2608107,João Alfredo (PE),,Quilogramas por Hectare,True,João Alfredo,PE
2608206,Joaquim Nabuco (PE),,Quilogramas por Hectare,True,Joaquim Nabuco,PE
2608255,Jucati (PE),,Quilogramas por Hectare,True,Jucati,PE
2608305,Jupi (PE),,Quilogramas por Hectare,True,Jupi,PE
2608404,Jurema (PE),,Quilogramas por Hectare,True,Jurema,PE
2608453,Lagoa do Carro (PE),,Quilogramas por Hectare,True,Lagoa do Carro,PE
2608503,Lagoa de Itaenga (PE),,Quilogramas por Hectare,True,Lagoa de Itaenga,PE
2608602,Lagoa do Ouro (PE),,Quilogramas por Hectare,True,Lagoa do Ouro,PE
2608701,Lagoa dos Gatos (PE),,Quilogramas por Hectare,True,Lagoa dos Gatos,PE
2608750,Lagoa Grande (PE),,Quilogramas por Hectare,True,Lagoa Grande,PE
2608800,Lajedo (PE),,Quilogramas por Hectare,True,Lajedo,PE
2608909,Limoeiro (PE),,Quilogramas por Hectare,True,Limoeiro,PE
2609006,Macaparana (PE),,Quilogramas por Hectare,True,Macaparana,PE
2609105,Machados (PE),,Quilogramas por Hectare,True,Machados,PE
2609154,Manari (PE),,Quilogramas por Hectare,True,Manari,PE
2609204,Maraial (PE),4500.0,Quilogramas por Hectare,False,Maraial,PE
2609303,Mirandiba (PE),,Quilogramas por Hectare,True,Mirandiba,PE
2609402,Moreno (PE),,Quilogramas por Hectare,True,Moreno,PE
2609501,Nazaré da Mata (PE),,Quilogramas por Hectare,True,Nazaré da Mata,PE
2609600,Olinda (PE),,Quilogramas por Hectare,True,Olinda,PE
2609709,Orobó (PE),,Quilogramas por Hectare,True,Orobó,PE
2609808,Orocó (PE),,Quilogramas por Hectare,True,Orocó,PE
2609907,Ouricuri (PE),,Quilogramas por Hectare,True,Ouricuri,PE
2610004,Palmares (PE),,Quilogramas por Hectare,True,Palmares,PE
2610103,Palmeirina (PE),,Quilogramas por Hectare,True,Palmeirina,PE
2610202,Panelas (PE),,Quilogramas por Hectare,True,Panelas,PE
2610301,Paranatama (PE),,Quilogramas por Hectare,True,Paranatama,PE
2610400,Parnamirim (PE),,Quilogramas por Hectare,True,Parnamirim,PE
2610509,Passira (PE),,Quilogramas por Hectare,True,Passira,PE
2610608,Paudalho (PE),,Quilogramas por Hectare,True,Paudalho,PE
2610707,Paulista (PE),,Quilogramas por Hectare,True,Paulista,PE
2610806,Pedra (PE),,Quilogramas por Hectare,True,Pedra,PE
2610905,Pesqueira (PE),,Quilogramas por Hectare,True,Pesqueira,PE
2611002,Petrolândia (PE),,Quilogramas por Hectare,True,Petrolândia,PE
2611101,Petrolina (PE),,Quilogramas por Hectare,True,Petrolina,PE
2611200,Poção (PE),,Quilogramas por Hectare,True,Poção,PE
2611309,Pombos (PE),,Quilogramas por Hectare,True,Pombos,PE
2611408,Primavera (PE),,Quilogramas por Hectare,True,Primavera,PE
2611507,Quipapá (PE),,Quilogramas por Hectare,True,Quipapá,PE
2611533,Quixaba (PE),,Quilogramas por Hectare,True,Quixaba,PE
2611606,Recife (PE),,Quilogramas por Hectare,True,Recife,PE
2611705,Riacho das Almas (PE),,Quilogramas por Hectare,True,Riacho das Almas,PE
2611804,Ribeirão (PE),,Quilogramas por Hectare,True,Ribeirão,PE
2611903,Rio Formoso (PE),,Quilogramas por Hectare,True,Rio Formoso,PE
2612000,Sairé (PE),,Quilogramas por Hectare,True,Sairé,PE
2612109,Salgadinho (PE),,Quilogramas por Hectare,True,Salgadinho,PE
2612208,Salgueiro (PE),,Quilogramas por Hectare,True,Salgueiro,PE
2612307,Saloá (PE),,Quilogramas por Hectare,True,Saloá,PE
2612406,Sanharó (PE),,Quilogramas por Hectare,True,Sanharó,PE
2612455,Santa Cruz (PE),,Quilogramas por Hectare,True,Santa Cruz,PE
2612471,Santa Cruz da Baixa Verde (PE),,Quilogramas por Hectare,True,Santa Cruz da Baixa Verde,PE
2612505,Santa Cruz do Capibaribe (PE),,Quilogramas por Hectare,True,Santa Cruz do Capibaribe,PE
2612554,Santa Filomena (PE),,Quilogramas por Hectare,True,Santa Filomena,PE
2612604,Santa Maria da Boa Vista (PE),,Quilogramas por Hectare,True,Santa Maria da Boa Vista,PE
2612703,Santa Maria do Cambucá (PE),,Quilogramas por Hectare,True,Santa Maria do Cambucá,PE
2612802,Santa Terezinha (PE),,Quilogramas por Hectare,True,Santa Terezinha,PE
2612901,São Benedito do Sul (PE),,Quilogramas por Hectare,True,São Benedito do Sul,PE
2613008,São Bento do Una (PE),,Quilogramas por Hectare,True,São Bento do Una,PE
2613107,São Caitano (PE),,Quilogramas por Hectare,True,São Caitano,PE
2613206,São João (PE),,Quilogramas por Hectare,True,São João,PE
2613305,São Joaquim do Monte (PE),,Quilogramas por Hectare,True,São Joaquim do Monte,PE
2613404,São José da Coroa Grande (PE),,Quilogramas por Hectare,True,São José da Coroa Grande,PE
2613503,São José do Belmonte (PE),,Quilogramas por Hectare,True,São José do Belmonte,PE
2613602,São José do Egito (PE),,Quilogramas por Hectare,True,São José do Egito,PE
2613701,São Lourenço da Mata (PE),,Quilogramas por Hectare,True,São Lourenço da Mata,PE
2613800,São Vicente Férrer (PE),,Quilogramas por Hectare,True,São Vicente Férrer,PE
2613909,Serra Talhada (PE),,Quilogramas por Hectare,True,Serra Talhada,PE
2614006,Serrita (PE),,Quilogramas por Hectare,True,Serrita,PE
2614105,Sertânia (PE),,Quilogramas por Hectare,True,Sertânia,PE
2614204,Sirinhaém (PE),,Quilogramas por Hectare,True,Sirinhaém,PE
2614303,Moreilândia (PE),,Quilogramas por Hectare,True,Moreilândia,PE
2614402,Solidão (PE),,Quilogramas por Hectare,True,Solidão,PE
2614501,Surubim (PE),,Quilogramas por Hectare,True,Surubim,PE
2614600,Tabira (PE),,Quilogramas por Hectare,True,Tabira,PE
2614709,Tacaimbó (PE),,Quilogramas por Hectare,True,Tacaimbó,PE
2614808,Tacaratu (PE),,Quilogramas por Hectare,True,Tacaratu,PE
2614857,Tamandaré (PE),,Quilogramas por Hectare,True,Tamandaré,PE
2615003,Taquaritinga do Norte (PE),,Quilogramas por Hectare,True,Taquaritinga do Norte,PE
2615102,Terezinha (PE),,Quilogramas por Hectare,True,Terezinha,PE
2615201,Terra Nova (PE),,Quilogramas por Hectare,True,Terra Nova,PE
2615300,Timbaúba (PE),,Quilogramas por Hectare,True,Timbaúba,PE
2615409,Toritama (PE),,Quilogramas por Hectare,True,Toritama,PE
2615508,Tracunhaém (PE),,Quilogramas por Hectare,True,Tracunhaém,PE
2615607,Trindade (PE),,Quilogramas por Hectare,True,Trindade,PE
2615706,Triunfo (PE),,Quilogramas por Hectare,True,Triunfo,PE
2615805,Tupanatinga (PE),,Quilogramas por Hectare,True,Tupanatinga,PE
2615904,Tuparetama (PE),,Quilogramas por Hectare,True,Tuparetama,PE
2616001,Venturosa (PE),,Quilogramas por Hectare,True,Venturosa,PE
2616100,Verdejante (PE),,Quilogramas por Hectare,True,Verdejante,PE
2616183,Vertente do Lério (PE),,Quilogramas por Hectare,True,Vertente do Lério,PE
2616209,Vertentes (PE),,Quilogramas por Hectare,True,Vertentes,PE
2616308,Vicência (PE),,Quilogramas por Hectare,True,Vicência,PE
2616407,Vitória de Santo Antão (PE),,Quilogramas por Hectare,True,Vitória de Santo Antão,PE
2616506,Xexéu (PE),,Quilogramas por Hectare,True,Xexéu,PE
2700102,Água Branca (AL),,Quilogramas por Hectare,True,Água Branca,AL
2700201,Anadia (AL),,Quilogramas por Hectare,True,Anadia,AL
2700300,Arapiraca (AL),,Quilogramas por Hectare,True,Arapiraca,AL
2700409,Atalaia (AL),1500.0,Quilogramas por Hectare,False,Atalaia,AL
2700508,Barra de Santo Antônio (AL),,Quilogramas por Hectare,True,Barra de Santo Antônio,AL
2700607,Barra de São Miguel (AL),,Quilogramas por Hectare,True,Barra de São Miguel,AL
2700805,Belém (AL),,Quilogramas por Hectare,True,Belém,AL
2700904,Belo Monte (AL),,Quilogramas por Hectare,True,Belo Monte,AL
2701001,Boca da Mata (AL),1688.0,Quilogramas por Hectare,False,Boca da Mata,AL
2701100,Branquinha (AL),,Quilogramas por Hectare,True,Branquinha,AL
2701209,Cacimbinhas (AL),,Quilogramas por Hectare,True,Cacimbinhas,AL
2701308,Cajueiro (AL),,Quilogramas por Hectare,True,Cajueiro,AL
2701357,Campestre (AL),,Quilogramas por Hectare,True,Campestre,AL
2701407,Campo Alegre (AL),,Quilogramas por Hectare,True,Campo Alegre,AL
2701506,Campo Grande (AL),,Quilogramas por Hectare,True,Campo Grande,AL
2701605,Canapi (AL),,Quilogramas por Hectare,True,Canapi,AL
2701704,Capela (AL),,Quilogramas por Hectare,True,Capela,AL
2701803,Carneiros (AL),,Quilogramas por Hectare,True,Carneiros,AL
2701902,Chã Preta (AL),,Quilogramas por Hectare,True,Chã Preta,AL
2702009,Coité do Nóia (AL),,Quilogramas por Hectare,True,Coité do Nóia,AL
2702108,Colônia Leopoldina (AL),,Quilogramas por Hectare,True,Colônia Leopoldina,AL
2702207,Coqueiro Seco (AL),,Quilogramas por Hectare,True,Coqueiro Seco,AL
2702306,Coruripe (AL),,Quilogramas por Hectare,True,Coruripe,AL
2702355,Craíbas (AL),,Quilogramas por Hectare,True,Craíbas,AL
2702405,Delmiro Gouveia (AL),,Quilogramas por Hectare,True,Delmiro Gouveia,AL
2702504,Dois Riachos (AL),,Quilogramas por Hectare,True,Dois Riachos,AL
2702553,Estrela de Alagoas (AL),,Quilogramas por Hectare,True,Estrela de Alagoas,AL
2702603,Feira Grande (AL),,Quilogramas por Hectare,True,Feira Grande,AL
2702702,Feliz Deserto (AL),,Quilogramas por Hectare,True,Feliz Deserto,AL
2702801,Flexeiras (AL),,Quilogramas por Hectare,True,Flexeiras,AL
2702900,Girau do Ponciano (AL),,Quilogramas por Hectare,True,Girau do Ponciano,AL
2703007,Ibateguara (AL),,Quilogramas por Hectare,True,Ibateguara,AL
2703106,Igaci (AL),,Quilogramas por Hectare,True,Igaci,AL
2703205,Igreja Nova (AL),,Quilogramas por Hectare,True,Igreja Nova,AL
2703304,Inhapi (AL),,Quilogramas por Hectare,True,Inhapi,AL
2703403,Jacaré dos Homens (AL),,Quilogramas por Hectare,True,Jacaré dos Homens,AL
2703502,Jacuípe (AL),,Quilogramas por Hectare,True,Jacuípe,AL
2703601,Japaratinga (AL),2125.0,Quilogramas por Hectare,False,Japaratinga,AL
2703700,Jaramataia (AL),,Quilogramas por Hectare,True,Jaramataia,AL
2703759,Jequiá da Praia (AL),,Quilogramas por Hectare,True,Jequiá da Praia,AL
2703809,Joaquim Gomes (AL),,Quilogramas por Hectare,True,Joaquim Gomes,AL
2703908,Jundiá (AL),,Quilogramas por Hectare,True,Jundiá,AL
2704005,Junqueiro (AL),,Quilogramas por Hectare,True,Junqueiro,AL
2704104,Lagoa da Canoa (AL),,Quilogramas por Hectare,True,Lagoa da Canoa,AL
2704203,Limoeiro de Anadia (AL),,Quilogramas por Hectare,True,Limoeiro de Anadia,AL
2704302,Maceió (AL),,Quilogramas por Hectare,True,Maceió,AL
2704401,Major Isidoro (AL),,Quilogramas por Hectare,True,Major Isidoro,AL
2704500,Maragogi (AL),1600.0,Quilogramas por Hectare,False,Maragogi,AL
2704609,Maravilha (AL),,Quilogramas por Hectare,True,Maravilha,AL
2704708,Marechal Deodoro (AL),,Quilogramas por Hectare,True,Marechal Deodoro,AL
2704807,Maribondo (AL),,Quilogramas por Hectare,True,Maribondo,AL
2704906,Mar Vermelho (AL),,Quilogramas por Hectare,True,Mar Vermelho,AL
2705002,Mata Grande (AL),,Quilogramas por Hectare,True,Mata Grande,AL
2705101,Matriz de Camaragibe (AL),,Quilogramas por Hectare,True,Matriz de Camaragibe,AL
2705200,Messias (AL),,Quilogramas por Hectare,True,Messias,AL
2705309,Minador do Negrão (AL),,Quilogramas por Hectare,True,Minador do Negrão,AL
2705408,Monteirópolis (AL),,Quilogramas por Hectare,True,Monteirópolis,AL
2705507,Murici (AL),,Quilogramas por Hectare,True,Murici,AL
2705606,Novo Lino (AL),,Quilogramas por Hectare,True,Novo Lino,AL
2705705,Olho d'Água das Flores (AL),,Quilogramas por Hectare,True,Olho d'Água das Flores,AL
2705804,Olho d'Água do Casado (AL),,Quilogramas por Hectare,True,Olho d'Água do Casado,AL
2705903,Olho d'Água Grande (AL),,Quilogramas por Hectare,True,Olho d'Água Grande,AL
2706000,Olivença (AL),,Quilogramas por Hectare,True,Olivença,AL
2706109,Ouro Branco (AL),,Quilogramas por Hectare,True,Ouro Branco,AL
2706208,Palestina (AL),,Quilogramas por Hectare,True,Palestina,AL
2706307,Palmeira dos Índios (AL),,Quilogramas por Hectare,True,Palmeira dos Índios,AL
2706406,Pão de Açúcar (AL),,Quilogramas por Hectare,True,Pão de Açúcar,AL
2706422,Pariconha (AL),,Quilogramas por Hectare,True,Pariconha,AL
2706448,Paripueira (AL),3000.0,Quilogramas por Hectare,False,Paripueira,AL
2706505,Passo de Camaragibe (AL),,Quilogramas por Hectare,True,Passo de Camaragibe,AL
2706604,Paulo Jacinto (AL),,Quilogramas por Hectare,True,Paulo Jacinto,AL
2706703,Penedo (AL),,Quilogramas por Hectare,True,Penedo,AL
2706802,Piaçabuçu (AL),,Quilogramas por Hectare,True,Piaçabuçu,AL
2706901,Pilar (AL),1625.0,Quilogramas por Hectare,False,Pilar,AL
2707008,Pindoba (AL),,Quilogramas por Hectare,True,Pindoba,AL
2707107,Piranhas (AL),,Quilogramas por Hectare,True,Piranhas,AL
2707206,Poço das Trincheiras (AL),,Quilogramas por Hectare,True,Poço das Trincheiras,AL
2707305,Porto Calvo (AL),,Quilogramas por Hectare,True,Porto Calvo,AL
2707404,Porto de Pedras (AL),,Quilogramas por Hectare,True,Porto de Pedras,AL
2707503,Porto Real do Colégio (AL),,Quilogramas por Hectare,True,Porto Real do Colégio,AL
2707602,Quebrangulo (AL),,Quilogramas por Hectare,True,Quebrangulo,AL
2707701,Rio Largo (AL),,Quilogramas por Hectare,True,Rio Largo,AL
2707800,Roteiro (AL),,Quilogramas por Hectare,True,Roteiro,AL
2707909,Santa Luzia do Norte (AL),,Quilogramas por Hectare,True,Santa Luzia do Norte,AL
2708006,Santana do Ipanema (AL),,Quilogramas por Hectare,True,Santana do Ipanema,AL
2708105,Santana do Mundaú (AL),,Quilogramas por Hectare,True,Santana do Mundaú,AL
2708204,São Brás (AL),,Quilogramas por Hectare,True,São Brás,AL
2708303,São José da Laje (AL),,Quilogramas por Hectare,True,São José da Laje,AL
2708402,São José da Tapera (AL),,Quilogramas por Hectare,True,São José da Tapera,AL
2708501,São Luís do Quitunde (AL),,Quilogramas por Hectare,True,São Luís do Quitunde,AL
2708600,São Miguel dos Campos (AL),,Quilogramas por Hectare,True,São Miguel dos Campos,AL
2708709,São Miguel dos Milagres (AL),,Quilogramas por Hectare,True,São Miguel dos Milagres,AL
2708808,São Sebastião (AL),,Quilogramas por Hectare,True,São Sebastião,AL
2708907,Satuba (AL),,Quilogramas por Hectare,True,Satuba,AL
2708956,Senador Rui Palmeira (AL),,Quilogramas por Hectare,True,Senador Rui Palmeira,AL
2709004,Tanque d'Arca (AL),,Quilogramas por Hectare,True,Tanque d'Arca,AL
2709103,Taquarana (AL),,Quilogramas por Hectare,True,Taquarana,AL
2709152,Teotônio Vilela (AL),,Quilogramas por Hectare,True,Teotônio Vilela,AL
2709202,Traipu (AL),,Quilogramas por Hectare,True,Traipu,AL
2709301,União dos Palmares (AL),,Quilogramas por Hectare,True,União dos Palmares,AL
2709400,Viçosa (AL),,Quilogramas por Hectare,True,Viçosa,AL
2800100,Amparo do São Francisco (SE),,Quilogramas por Hectare,True,Amparo do São Francisco,SE
2800209,Aquidabã (SE),,Quilogramas por Hectare,True,Aquidabã,SE
2800308,Aracaju (SE),,Quilogramas por Hectare,True,Aracaju,SE
2800407,Arauá (SE),,Quilogramas por Hectare,True,Arauá,SE
2800506,Areia Branca (SE),,Quilogramas por Hectare,True,Areia Branca,SE
2800605,Barra dos Coqueiros (SE),,Quilogramas por Hectare,True,Barra dos Coqueiros,SE
2800670,Boquim (SE),,Quilogramas por Hectare,True,Boquim,SE
2800704,Brejo Grande (SE),,Quilogramas por Hectare,True,Brejo Grande,SE
2801009,Campo do Brito (SE),,Quilogramas por Hectare,True,Campo do Brito,SE
2801108,Canhoba (SE),,Quilogramas por Hectare,True,Canhoba,SE
2801207,Canindé de São Francisco (SE),,Quilogramas por Hectare,True,Canindé de São Francisco,SE
2801306,Capela (SE),,Quilogramas por Hectare,True,Capela,SE
2801405,Carira (SE),,Quilogramas por Hectare,True,Carira,SE
2801504,Carmópolis (SE),,Quilogramas por Hectare,True,Carmópolis,SE
2801603,Cedro de São João (SE),,Quilogramas por Hectare,True,Cedro de São João,SE
2801702,Cristinápolis (SE),,Quilogramas por Hectare,True,Cristinápolis,SE
2801900,Cumbe (SE),,Quilogramas por Hectare,True,Cumbe,SE
2802007,Divina Pastora (SE),,Quilogramas por Hectare,True,Divina Pastora,SE
2802106,Estância (SE),,Quilogramas por Hectare,True,Estância,SE
2802205,Feira Nova (SE),,Quilogramas por Hectare,True,Feira Nova,SE
2802304,Frei Paulo (SE),,Quilogramas por Hectare,True,Frei Paulo,SE
2802403,Gararu (SE),,Quilogramas por Hectare,True,Gararu,SE
2802502,General Maynard (SE),,Quilogramas por Hectare,True,General Maynard,SE
2802700,Ilha das Flores (SE),,Quilogramas por Hectare,True,Ilha das Flores,SE
2802809,Indiaroba (SE),,Quilogramas por Hectare,True,Indiaroba,SE
2802908,Itabaiana (SE),,Quilogramas por Hectare,True,Itabaiana,SE
2803005,Itabaianinha (SE),,Quilogramas por Hectare,True,Itabaianinha,SE
2803104,Itabi (SE),,Quilogramas por Hectare,True,Itabi,SE
2803203,Itaporanga d'Ajuda (SE),,Quilogramas por Hectare,True,Itaporanga d'Ajuda,SE
